ā,吖呵啊𠼞𥥩腌𨉚锕錒阿
chōng,偅傭充冲𠝤𠟍嘃徸忡㤝憃憧𢥞摏樁橦沖㳘浺涌潼珫盅𥁵䂌祌䆔䆹𥫯𥭥罿翀𦟛舂艟茺𧐍衝𧘂䘪褈𧝎𧩃䝑蹖𨈮䡴𨤩𨳁𩥫𩬤𩰀𪄻𪅈𪅖𪎽𪒒
chóng,㓽崇崈𡿂𢖄𢝈𣐯漴烛爞㹐痋种種緟䌬茧虫䖝蝩蟲褈𧝎𨛱酮重隀𩅃𩌨𩜖𩞉𩞋䳯
chǒng,𠖥喠埫宠寵𢛒𦑝衝𧼙𨿿𩒘䳯
chòng,僮𠑙冲𢡹㧤揰𣑁㮔𥅻𥬱衝𧼩蹱𨖼銃铳𩅞𩩳
chōu,妯婤抽𢭆掫揄搊㨨㮲牰犨犫瘳𥃧眣𠌪䀺𥬠篘𥰞𥵬𥺣𥻤紬䌷䛣謅跾𨁀𨡑醔𨡲
chóu,㐜仇俦儔𠝽𠷎𠹝𠼡𠾉嚋圳𡕐𡕪嬦帱幬怞㤽惆愁懤㦞擣𣀓栦椆𣕾檮𣪐𣫐㵞燽畤畴𤳝𤳠疇㾄㿒𤽯皗𤾊𤾦㿧盩𥏈稠𥡀筹𥲅籌䊭紬䌷絒綢绸䌧𦡴𦭸䓓菗薵裯詶譸讎讐𧮻踌躊𨞪酧酬𨡑醻𨤷雔雠魗鮋鯈䱔𩾂䲖𩽀𪇘
chǒu,丑丒侴偢𠜋吜媿𢣊扭杻杽𤘶𥄨瞅矁𧃝𨀔醜鈕𩋄𩌄䪮魗
chòu,殠溴𥦅簉臭臰䔏遚𨖬
chū,𠁉出初𠰕㗙嘔𠿝岀摢摴樗櫖𤙟䝙𧲰貙踰䢺𩙙𩨸𪁲齣
chú,儲刍助厨㕏㕑㛀媰㡡𢅥幮𢊍廚懨橱櫉櫥𣦠𣦡涂滁㶆犓㾻䅳䅷篨䊰䎝耝耡芻著蒢蒭𦷝蕏𦿀藸蜍蟵蠩諸豠趎䟞跦䠂蹰䠧𨅒躇躕鉏鋤锄除雏雛𩿿𪀩鶵𪆷
chǔ,储儲処𠧖处𢕓憷杵柠椘楚楮檚濋璴𤻇础礎處䖏𧎷褚䙘𨼪𩂫鸀𪓐齭䶥齼
chù,亍𠇘俶傗儊処㔘嘼埱㙇𡐌处𡝈𡳑𢒔怵㤕慉憷𢣿𢨫拀搐敊斶柷欪𣢶歜𣥹淑滀炪𤏱𤝞珿琡畜㾥𥁯矗硫𥒭祝竌竐䇍𥹵絀绌絮䎌䐍䐢臅菆蓫𦺵𧃏處䖏𧢶觕触觸詘諔䜴𧯩豖𧰫𧺶𧽧䟣踀𨁿𨃕𨕢鄐𨞕䦌閦𨴰𩈤𩹱鸀𪇆黜
chu,榋橻
chuā,㔍撮欻歘𤁫䊬䵵
chuǎ,𠹐𠻦𣛕𣹶
chuà,䔴䫄
chuāi,揣搋𢲽
chuái,𢶀㪓腄膗
chuǎi,揣㪜𣛹𣲂𧍒
chuài,啐啜嘬𠽶揣欼𣤌膪踹𨣅䦟䦷䦤䴝
chuān,𠛖剶𠯀𠾮巛川氚猭瑏穿釧𨩴𩂍
chuán,传傳圌團掾暷椯椽㯌𣛹歂𤜼㼷甎𤮍𤰌䁣篅舡舩船輲𨘼遄𨔡
chuǎn,僢喘惴歂㱛𣧒𥬫膞舛荈𧍒踳踹
chuàn,串丳𣀔汌猭玔𤶱𥃹穿𥲏𦎇𦎜𦺛𧑝賗𨂦𨔡釧钏鶨
chuāng,刅创創𡆪囱戧摐牎牕疮瘡𥎒䄝𥡟窓窗䆫窻𥲡舂葱𧜧𧢆
chuáng,𠳹噇㡖幢床𣃘朣橦漴牀䃥𦔛𧝎䚒𧬧𨧖𩃕𩞆䭚𩪘𪁱
chuǎng,傸𠏨𠞮𡻯愴摤漺㼽磢䇬闯闖
chuàng,倉凔创刱剏剙創怆愴𥈄䎫𨜾
chuī,吹炊𤙵䜅龡
chuí,𠄒倕圌垂埀𡍮㝽𢏒捶搥𣇦棰椎槌䅜箠䍋𦉈腄菙郵錘锤鎚陲𩌝顀𩗰𩭦鬌魋
chuǐ,㷃䞼
chuì,吹惙𣟈𥙋𥞃䕓
chūn,𡉐堾媋旾春暙杶椿楯槆橁𣚆櫄瑃𤪪箺芚萅𧇶蝽𣌚䞺踳𨉩䡅輇𨋮輴鰆䲠鶞𪂹
chún,唇𠵧𠸸𡗥㝄㝇𣌠𣘣𣮢沌浱淳湻滣漘㵮㸪𤘛犉純纯𦎧肫脣䐇膞莼䓐蒓蓴䔚䣨䣩醇醕錞䥎陙䫃鯙鶉鹑
chǔn,偆僢㖺惷𢾎春朐㿤睶䏛𦚧䐏萶蠢賰䞐踳䦮䮞𩨁
chuō,戳㪬跿踔逴𨮸𨰆
chuò,促吷啜𠽶𡁇嚽㚟娕娖婥婼孎惙拺擉㪕𢽸𢿭𣀔斫𣤌歠㲋𣬋涰淖焯𤿫𥁯𥓑磭䄌箹簇䋘綴綽绰𦁶繛䍳腏荃䓎蔟𧣺趠趵踔踱躇𨆬輟辍辵辶𨒢逴酫醛鋜錣鏃鑡𩟫𩩟齪龊𪘛齱
cī,偨刺呰呲啙𡃸姕𡰾嵯差𢫴柴𣜁玼疵𥰭縒𦍧𦑺𦒁䖪蠀𧠥趀跐𨒮𩨨骴髊𪘲齹
cí,兹㓨司𠯂呲㘂垐㘹堲嬨𡥎㞖㤵慈𢶴枱柌𣐑𣙼次滋澬濨珁瓷甆𤴼䂣磁礠祠䈘𥴺粢糍𥿆胔𠤫茈茨茲薋薺𧙈詞词䛐辝辞𨐕辤辭𨠐鈶䧳雌䨏𩆂𩉋飺餈𩝐䭣鴜䲿䳄𪉈鹚鶿鷀
cǐ,佌姕㠿𢓗此泚玼皉𦐨𦐾茈𦼡𧺼跐𨒤𩢑鮆
cì,㐸伺佽刺刾𠦐𠩆㞖𢅜庛㢀廁措㩞朿栜栨次𣢕㾊絘𥿴𦖝茦莿䓧蚝蛓𧊒𧌐螅螆𧑖䗹𧠎𧧒賜赐趑𨋰𨲁𨾅䯸䰍𩾔䳐𪉪𪑟
cōng,从偬匆囪囱𡟟㜡㞱𡹸𢊕𢐔從𢔩忩怱悤㥖暰枞棇楤樅樬漗焧熜𪻐𤧚瑽璁瞛𥍷𥎋𥡬窗䈡篵総緫總繱𦇎聡聦聪聰𦗜䐋𦝰䐫苁茐䓗葱蓯蔥䗓蟌𨂴𨍉䡯𨑪𨑹䢨𨡮𫓩𨦱鍯鏓鏦𨱸𨲧騘驄骢𩬼䰌
cóng,丛𠂥从𠕁𠙂𠢛𠤰叢㗰𡅇婃孮𡦷𡵷𢃏従徖從悰慒𣃗𣊷樷欉淙漎潀潨灇𤄓爜琮㼻碂䉘𥵫縱𦇱菆藂䕺𧐱𧓏誴賨賩𨒀𨽁𩯍䳷
cǒng,𧝮
còng,憁𥣙𥮨藂𧩪謥
cōu,𢈾楱
cóu,𧡣
cǒu,㔌趣趨
còu,凑奏揍族𣉅𣙘𣞜湊𤆑簇腠𦦅𦳿蔟𦺀藪𧱪輳辏𨓭𨨯𩹀𪉮
cū,𡘛𡝉怚𤿚𥅗粗蔍𧆓觕𧺲麁麄麆麤
cú,且徂殂𦯣䓚䢐䣯
cǔ,𤛏皻蔖
cù,促𠑯𠛙卒𠱙𠴫㗤噈𡄱娕娖媨𡞜𢄧𢈠憱戚𢪃捽𤗁猝𤠽瘄瘯䃚𥪱簇𥷼𥻒𥾛縐縬𦈚脨𦟠𦠁蔟䙯誎䛤趗趣𧼜趥趨䟟踀踓踤踧䠓蹙䠞蹴蹵酢醋錯䥄䥘顣鼀𪓡𪓰𪕝𪚯
cuān,撺攛汆𥍬䂎竄蹿躥鋑镩鑹
cuán,僔㠝巑𢖑攒攢㭫櫕欑灒穳菆襸蹲𨣵
cuàn,𢸥殩熶𤐲㸑爨𥎢𥎣𥎤𥤳窜窾𥨒竄篡簒鑹𨼉
cuī,催凗墔㜠崔嶉𢕘慛摧榱槯漼𤗯𤛍獕磪䄟𥼂縗缞衰䙑𧼬𧽠𨄍鏙𨻵隹
cuǐ,𢶓𣯧洒漼㵏𣿒𣿓熣璀皠䊫𥼺繀𧳚趡䧽𨿐𩮴
cuì,伜体倅𠗚㓹𠞿𠟓卒𠩪啐啛𠽶察㝮崒𢂕𢄸忰悴𢡈𣃍椊㯔㯜㱖毳𣰚㳃淬濢焠㷪𤎋琗疩瘁䃀䆊竁𥨒𥳈粋粹𥻮𥼛紣綷翆翠𦙈脃脆脺膬膵臎𦦣萃䔴𧎃𧑎䘹𧚥𧜱襊𧹺踤𨅎𨊉顇𩤏
cui,乼
cūn,墫村澊皴竴膥𧚉䞭踆𨙯𨙲邨
cún,侟存拵洊浚澊𤿄𧽾𨀛踆蹲𨚲
cǔn,刌寸忖蹲
cùn,吋寸籿䍎
cuō,最差𢤎𢫬搓撮𣨎營𤠝玼瑳磋𥭭𥰭襊蹉遳醝髊𩯉𪒙
cuó,𠦏㟇嵯嵳㭫𣖵𣩈澨㽨痤瘥㿷睉矬䐤䑘蒫蔖虘䠡𨇃躦䣜酂酇𩄝䰈鹾鹺䴾𪘓齹
cuǒ,搓䂳脞𧪘醝
cuò,剉剒厝夎㟇𢒐𢚂挫措𢯽摧斮昔棤𥕉縒莝莡蓌𧚏諎䟶逪𨛏銼锉錯错䱜
dā,𠞈咑嗒𠹥㗳噠𡉑𡍲塌塔㙮𡐿搭撘毼㿴矺笚答䌋𦈘耷𦖿𦗧䐛𦞂荅褡𨨹鎝𨱏䪏䪚𩝣
dá,𠉤僤剳匒呾哒噠𡈐𡌩妲㜓怛𢘇𢛁𢝉憚打搨㩉𣌭㯓沓𣸉溚炟燵𤝰𤨑畗畣㾑瘩㿯𥉌䃮笪答𦂀羍𦑻胆𦪭𦬹荅荙薘蟽詚跶𨅓躂达迏迖迚迭逹達鎉鐽阘靼鞑䩢韃𩏒𩠅𩟐𩣯𩭣𩺗䳴䵣龖龘
dǎ,打𥕇觰
dà,亣𠶫大𡚻𢽇𣣴𣥾汏𤤊眔𨆰𨗾
da,嗒垯塔墶㙮𡐿㟷疸㾑瘩繨𦞂
dāi,呆呔𠯪嘚待懛𣐮歹獃𦪍
dǎi,傣𠯪歹𣦶䚞䚟逮
dài,代㐲侢叇𠯈𠰺𠷂垈埭大媞𡧹㞭岱帒带帯帶𢄔廗𢎌待怠戴𣇨曃柋棣㯂殆毒𣫹瀻㶡玳㻖瑇甙𤮼𤸊㿃箉䈆簤紿绐𥿝緿𦄂𦙯艜䒫蔕蚮𧊇蝳螮𧑔袋襶詒貸贷跢蹛䠠軑轪軚𨊺軩載迨𨓞逮逯遞遰𨗼𨟲𨥶隶𨽿𩃠𩃷霴靆馱駘骀䲦鴏𪐝黛黱𪒡
dai,鮘
dān,丹㐤儋𠓊冉勯匰单単單𠹆噡𡖓妉娊媅𡵕㠆𢉑𢑝愖担擔𣅟𠆛檐殚殫𣲥湛㴷澹瓭甔瘅癉眈砃䄡箪簞𦅼耼耽聃聸䐷䒟𧀻褝襌襜覘𧡪𧴸蹛躭䡲郸鄲酖𨢿𩅦𩈊𩏥頕鿕
dǎn,丼亶伔𠇋刐㔊㕪單嘽𡦨𢋃抌担掸撢撣𢻼㯯澸燀𤢏玬瓭𤲭疸癉𤺺皽𥄦𥐹䃫𥱷𥳹䉞紞𥾚胆膽𦽫衴𧙇赕䦔䪴馾𪆻黕黮黵
dàn,亶𠆶但𠈰倓僤儃儋呾唌啖啗啿單㗖嘾噉嚪壇帎𢅒㡺𦋪𢎪弹弾彈忱怛𢘇惔惮憚憺憾担撢撣擔旦𣇇𣋊柦𣛱欿𣱍氮㲷沊泹淡潭澶澹𤁡狚甔疍瘅癉癚𤺺石禫窞𥨎𥲄𥲇𥳸䊤繵䏙腅膻𦬹萏蓞𦻁𦽜𦾩𧂄蛋蜑蜒蟺䗺𧡪觛訑詹诞誕譂𧭃贉贍醈䨢𩄕霮𩅾䨵𩈉𩈊䩥䪴𩕤餤饏䭛馾駳𩩧髧鴠䳉𪀩𪒾
dāng,儅噹𡰨当檔澢𤔶𤗾𤢎珰璫㼕㽆當𥢷筜簹𦗴艡𦼲蟷裆襠𨎴铛鐺𩟈𩼉𪇁
dǎng,党𡗍挡擋攩𣗋欓𣺼灙𤣞𥤗𧅗谠譡讜䣊䣣𩽳黨
dàng,偒儅凼𡇈𡇵圵垱場壋婸𡢈宕崵嵣𡾕当愓𢠽𢡂挡擋𣂳𣃉档檔氹𣻍潒燙瑒璗瓽當瘍盪瞊砀碭礑𥯕簜𥸈䑗荡菪𦳝蕩𦿆蘯𧑘讜趤逿𨝦䦒闣𨷾雼
dang,當
dāo,刀刂叨啁忉惆㧅朷氘𣱼舠𦩍虭裯釖𩕯魛鱽𩵕
dáo,叨捯
dǎo,倒𠐵嘄壔导導岛島嶋嶌㠀嶹忑捣𢭏捯搗㨶擣𣀓槝𤹷㿒祷禂禱𦦺𦦾菿蹈道陦隝隯鳥
dào,佻倒儔到受𠴼噵𨗓𡄒導帱幬悼敦𣁍椡檤檮𣫜洮濤焘燾𤓾𤘀瓙𤷘盗盜𥓬𥗚稲稻䆃箌𥺅䊭絩䌦纛翢翿𦒺艔菿薵衜衟𧼤軇道醻𨱦䧂陶𩈞𩬱𩭟
dē,嘚
dé,𠮊嘚𡋩㝵𡭂得徳德恴㤫悳惪㥀㥁𣌏棏㯖𣮊𣮰淂𤷙登𧊇䙷䙸𨁽鍀锝陟
de,𠵨地底得的脦
dēi,嘚
děi,得
dèn,扥扽㩐
dēng,僜㔁噔墱嬁㲪灯燈璒𤮘𤺌登𤼶磴竳簦艠䔲䙞覴豋𧾊蹬鐙𨶿𩯇䳾𪔏
děng,戥朩𤾢等䒭𪌷
dèng,僜凳墱𡦔嶝憕𢯭𢿤橙櫈𣩟澄瞪磴𦩫𧄼𨄇蹬䠬𨎤邓鄧鐙镫𨮴隥𩍐𩞬䮴𪑬𪒘
dī,仾低𠍪㓳啲嘀𠽰𡄷埞堤奃𡛜𡰖彽提𣅥㫝樀𣚌氐𣲢渧滴牴𤞈䃅碮磾𥾬𥿄䍕羝䐎袛趆鍉鏑镝䧑隄𩉱䩚鞮䪘𩑾
dí,儥𠒿𠕳唙嘀嚁𡆣𡒱嫡𡽢廸㣙𢕚扚敌敵𣂉杓梑樀櫂㰅浟涤滌𤁰𤈥㹍狄的𥕐𥖾笛篴𥴦𥸚籴䨀䊮糴𦉹翟肑苖荻莜𦵦蓧蔋蔐藋藡𧠫觌覿豴踧蹢迪逐適鍉鏑镝𨮹䨤靮頔馰髢䯼鬄𩭲𩴺魡𩷎𪄱鸐䴞䵠
dǐ,𠨿厎呧坘坻堤底弤抵拞掋提㪆柢㭽楴氐牴𤝬砥䂡䍕聜䏄菧觝𧤲𧥮𧦚詆诋𨂇軧𨌮䢑邸䣌阺骶鯳
dì,俤偙僀𠐑𠚭勺𠥖𠫜哋啇啻地坔埅埊墆墑墬𡚙𡚷娣媂嵽嶳帝𢅊𢉆弔㢩弟𢓧怟慸㦅掋揥摕旳杕枤柢梊棣𣬴𣯵渧焍玓珶𤧛𤬵㼵甋疐的𤾠𥄿眱睇䀿碲祶禘𥡦第𥳠約締缔䏑胝腣䐭𦨢䑭䑯芍苐菂蒂蔕𧀶𧂨𧉛蚳𧋍蝃䗖𧍝螮諟諦谛赿𧺽䞾𧿠䟡踶蹄𨑩𨑼䢑递逓逮遞遰𨗼𨘬釱鉪𨪾隶䩘䩚題䱱䶍
diǎ,嗲
diān,佔傎𠑘厧𠫉𠶧𡱇嵮巅巓巔𢖩拈掂攧敁槇槙𣪀滇𤠶玷甸瘨癫癲䀡𥧑𦕒𧄺詀𧽍蹎𨈀𩄠䩇顚顛颠𩥄𩨋𩬑𪓼𪖚齻
dián,䟍
diǎn,典㓠𠩷嚸奌㚲婰𢻅敟𣇖椣点㸃猠痶𤿶碘𥮏䍄𦒻䓦蒧蕇跕踮點
diàn,佃㓠𠢣唸坫垫埝墊壂奠㚲婝㝪㞟𡼓𢅝店𢕯惦扂𣒂橂橝𣢥𣣈𣣣𣧛殿𣪪沾涎淀澱㶘玷琔𤩱㼭电甸癜𥅑𥇞𥑼磹𥢏𥦟簟𥳢𥴫𥵏𦅆腍𦽄蜓蜔𧍿𧽍鈿钿阽電𩂵𩅀𩆔靛頕驔𪑩
diāo,凋刀刁𠚥𠚻刟𠛪叼𠶰㚋奝㢯弴彫敦椆殦汈淍㹦琱瞗䂏矵碉𥮐簓𦨣𦩍𦶌𦸔虭蛁䘟𧘨𧘩貂軺錭𨸓雕𩀜䯾鮉鯛鲷鳭𩾗䳂鵰鼦
diǎo,𠄏佻𡰯屌𢁕𢄦𢆴㣿扚䄪䉆𦄋𧜣鳥鸟䲽鵃
diào,伄倜㒛𠤼𠥑吊啁嬥弔挑掉㪕𣩰𤕷𤭈𤱩瘹𥁮䂪䂽稠窎窵竨𥲟糶𥾯絩綢莜𦰏蓧䔙藋𧅈蜩訋誂調调趙跳踔釣钓鈟銚銱铞铫鋽鑃𨰑雿𩈮𩋙魡
diē,嗲㦅𣶏爹褺跌跕蹛䩞䪓
dié,佚㑙𠗛𠗨𠠯叠咥𠲷啑喋㗧𡅥𡇓垤堞𡱷峌崼𡹭𡺑嵽𡼄幉𢎆怢恎㤴㥈惵𢜨㦶戜挃挕𢬴揲𢲼𢶣㩸㩹昳㫼𣈍曡㬪柣㭯楪槢𣛻𣡟𣧈𣨂殜氎㲲㲳泆涉渫㷸牃𤖒牒𤗨𤚊㻡瓞畳疂疉疊𤴍眣𥈖𥉺𥑇碟𥥌窒𥶺𥷕絰绖𦁛𦁜𦄔𦈅耊耋胅䏲至臷艓苵蜨蝶𧍱螲褋褶詄諜谍䞇趃跌跕跮踢蹀䠟𨄌𨈈軼𨐁迭𨓊𨭓鐵镻𨳺𨴗𨸅𨻗𨾤𩋞鞢䫕鰈鲽鰨𩻵䳀𪀒䴑𪑧
diě,哆𡖐
diè,哋𠅗𠆙昳眰
dìn,𨈖
dīng,丁仃叮奵帄㣔灯玎町疔盯耵𦨍虰𧌾𧳉䟓酊釘钉䦺靪𩡯𩾚
dǐng,仃奵㞟嵿𢑅㫀𣆍㴿濎𤐣𤛙艼葶薡𧇷酊𨡱鐤頂顶顁𩠑鼎𪔂鼑䵺
dìng,啶奠㝎定忊掟椗𣢳汀𥇓矴碇碠磸𥯢𥳰𥸧聢腚𦩘萣蝊訂订釘钉铤鋌錠锭顁飣饤𩜦𩠆𩸎
diū,丟丢𠲍𢒝銩铥颩
dōng,东倲冬咚埬㚵娻岽崠崬𢔅徚𢛔昸東氡氭涷𤤮𤦪𤲚𤷆笗䍶苳菄𧆼蝀𧓕𧯾𧲴𧼓𨩧𨿢𩂓𩜍𩣳䰤鮗鯟鴤鸫䳉鶇鶫鼕
dǒng,㖦墥嬞懂㨂揰湩𣿅䂢箽𥳘𦡂董蕫𧄓諌𧳣䵔𪐈
dòng,𠄉㑈侗倲働冻㓊凍动動勭㗢垌姛娻峒崠㢥㣚㣫恫戙挏𢳾栋桐棟洞湩烔狪㼯甬硐䆚𥫎筒筩絧胨胴腖衕𧡍詷䞒𧼩𧽿迵酮霘𩐤𩐵駧𩧲騆𩭩𪔦
dōu,侸𠍄兜兠剅㓸吺𠱑唗𠾇㨮𣂮𣘛橷氀𤝈𤾒𥆖𥉝瞗窬篼𦄓𦆘蔸𧡸𧯞𧯠𧯤𨁋都𩔡𩮷𩳈
dǒu,乧唞㞳𢦍抖斗𣁵㪷枓𣭗蚪𧏆𧘞鈄𨥪𨶜阧陡𩑯𪌉
dòu,吋𡂛𡂝𡆏𡙬㛒𡟳㢄㤱投𢭃斗斣梪毭浢𤀨瀆𤅋𤞟痘䄈𥥷窦竇䇺𥺉脰荳䕆䛠读讀𧮡豆𧯞𧱓逗逾郖酘鋀𨪐閗𨴜闘𨶜𨹜𩊪䬦餖饾鬥鬦鬪鬬鬭𪐺
dū,剢𠣰厾嘟堵𡰪㞘㧻𢽚𣫔𤫻督𥳉𦘴𦙋䐁𦺥𧞹𧰵𧷿都醏阇䦠闍䩲𩨳䰩
dú,𠉩㒔儥凟𠠔𠠠匵噣嬻𢝂𢷺椟樚櫝㱩殰毒𣰬涜渎瀆牍牘㸿犊𤚚犢独獨瓄㾄皾𥀲𥑯𥓍碡𥖠𥖿竇纛罜𧐰𦌷𦏕䓯𦺇𧁿蝳裻𧛔襡䙱読读讀讟豄𧰵贕𧾥𨂭𨍛𨏔䢱錖鑟𨽍䪅韇韣韥頓顿䫳𩞾騳𩥋䮷𩧈髑𪇆𪍹黩黷
dǔ,厾堵帾𢾀暏杜琽𤬂䀾睹𥓇竺笃䈞篤肚𦛯䐗覩赌賭鍺陼
dù,㓃剫土𡍨𡎉塗妒妬𡝜宅㡯度𢉜𢾅斁晵杜橐𣧃𣨲殬渡𤚡𤬪𤴱𤵊𤶮𥀁𥃾睪𥝟𥝾秺𥯖𥲗𥳲肚𦚈𦡄芏荰𦳔𧉓𧋌螙𧑠蠧𧔬蠹詫䟻𨋈鍍镀靯𩩮𩵚䲧𪐞
duān,偳剬媏㟨𥠄端篅𥵣耑𦾸褍𧤗鍴𩤚
duǎn,𢭃𢷖𣠭短𧶲
duàn,𠡱塅𢯫断㫁斷椴㱭段毈煅瑖碫簖籪緞缎腶葮踹䠪躖鍛锻𨱚𨺣𩏇𩤣
duī,𠂤𠦗垖埻堆塠𡏩𡜥嵟㢂㢈𢈹𢟋搥敦槌𤤷𤧫痽𤷎𤹵䂙𥑵碓磓䏨䔻𧧆䜃追鎚鐓鐜𩈜頧𩜀䭔𩨽鴭𪌤
duǐ,𠡒啍𡑈㨃𦞱謉頧
duì,𠏮兊兌兑𠜑𠫨𡁨㙂奪对対對𡷋㟋𡼻㠚𢆻怼憝憞懟敦㬣杸𣝉𣪌㳔濧瀢瀩𤄛𤮩碓祋䇏𥹲綐膭𦡷𦶏薱襨譈譵𩄮鈗鋭錞鐓镦𨬍队𨹅陮隊𨻵𩅆𩅥𩅲䨴䨺𩈁𩊭𩐌䬈䬽䯟𪒛𪒡
dūn,俊吨噸墩墪𡼖惇撉撴敦橔燉犜獤𤭞𥂦礅䃦𦎧䔻𦼿蜳𧝗豚蹲蹾鐓鐜镦䪃𩞤驐
dǔn,𣎴盹趸𧿗躉
dùn,伅𠎻𡆰囤坉庉忳憞𢬼敦楯𣗁𣚪𣞇沌潡炖燉𤟢盾砘碷𥫬𥫱𥭒𦎧腞腯𦪔𦰭豚踲逇遁𨔡遯䤜鈍钝頓顿𩔂
duō,剟咄哆嚉㙍𡌭多夛崜掇𢳽敠敪毲畓𦍦茤裰𧢵跢鄲𩢎
duó,仛兑𪞝凙剫喥夺奪㡯度㣞㤞𢜬掇𢼠敓敚沰澤𤢕痥䐾襗𧩧𨀟跿踱𨍏鈬铎鐸𩍜𩑒鮵𩿩𪃒
duǒ,亸𠛫哚㖼嚲垛垜埵㙐奲㛆㛊𡶲崜𡺇㥩挅挆捶揣㪜朵朶杂棰椯橢𤛛㻔硾𥿰綞缍𦖋䒳𧊱袳𧙤䙤趓䠤躱躲𨉡軃䤪𨦃鍺𨲉𨹃𩃒䫂䯬𩬻鬌𪘉
duò,刴剁哆垛垜𣑧堕墮墯𡓉㛆媠尮嶞惰憜挅㨊𢿎杕杝柁柂柮桗𣧷沱𣵺𣵻𤋨𤌃𤤸㻧𤬾𥞛䅜𥬲𥳔舵䑨䙃詑誃𧧇𧱫䝐貀跢跥跺踱䠤𨆅酡𨦃錞䤻𨬍陀陊陏𨹃隋隓䩔𩊜𩎫飿饳𡓷馱驮䲊鵽點
duo,𦕰
ē,𠥍匼妸妿娿婀屙𡹣𣘨猗疴痾𥑺䋪阿
é,佮俄偽叱吪哦𠷸𡅅囮娥峨峩㧴涐珴㼂皒睋硪磀䄉莪蒍䕏蛤蛾䖸𧒎𧔼𧚄𧢽䚰訛讹誐譌𧽶𧿕迗鈋𨱂鋨锇𨶯𩋽䩹𩑁頟額额騀𩣣𩤩魤䱮鰪鵝鵞鹅䳗䳘
ě,厄噁妸娿婀恶惡㫊𣄰枙椏𣘨玀砈𧙃誐閜𨵌阿頋𩒰騀𩣣鵈
è,亞侉偔僫㓵匎㔩𠥕𠥜卾厄呃𠯪呝𠰜咢咹𠱥𠱫啈啊啐啞㖾㗁㗉噩𡀾𡅡囐垩埡堊堨堮姶㛕娾媕𡪑𡪗𡴯屵岋峉崿㟧㠋𡾙𢃲庵廅㣂恶悪惡愕㦍𢨡戹扼㧖搕搤搹擜㩵㩽𢼚𢼛曷𣎴枙㮙櫮𣢛歞𣤲歹𣦵歺洝湂𤂷㷈𤎣𤡾琧𤪄𤭼痷𤸱𤻜𥋙砐砨砵硆𥑾𥓈𥔲礘䆓𥯳𦊪胺𦛅腭䑥䑪苊萼蕚䔾蘁蚅𧊜𧊧蝁𧌄𧍬䙳𧠞覨詻䛖𧨟䛩諤谔䜙𧭪讍豟䝈䞩𧼎𨂁𨃃軛轭軶𨌧輵遌遏遻邑鄂䣞𨤕鈪鍔锷鑩閼阏阨阸𨸷𨺨隘𩇠𩉴𩊢𩋊𩐰頞𩒕顎颚𩕟𩕬𩖀䫷𩚬餓饿餩𩨮𩪤鬲魥𩽹𩸇𩸋𩸖鰐鳄鱷鴳𪀝鶚鹗䳬𪅴齃𪘊𪘐齶𪙯齾
e,呃
欸,誒
ế,欸誒
欸,誒
ề,欸誒
ēi,欸誒
éi,𡅅欸誒诶
ěi,欸誒
èi,欸誒
ēn,奀𡟯恩𤇯煾𤫹蒽
ěn,𡵖峎𡷐䅰
èn,摁䬶䭓饐䭡
ēng,鞥
ér,侕儿児兒咡㖇唲𡦕峏㧫杒栭𣩚洏濡𤽓𥅡粫䋩而耏䎟䎠𦓓𦓔聏胹腝臑荋袻輀輭𨎪轜陑陾隭䮘𩤖髵𩰴𩱊鮞鲕鴯鸸𪕨
ěr,厼㚷嬭尒尓尔𢀪㢽栮毦洱爾珥䋙䌺耳𦗼薾𧌣趰迩邇鉺铒𩚪餌饵駬𩱓𪕔
èr,二佴㒃𠚧刵咡㛅𢄽弍弐樲𣧹䎶𦖢䏪衈誀貮貳贰䣵鉺髶𪐰
fā,发彂沷発發𤿓酦醱
fá,乏伐傠𠞵㕹𠲎垡㘺姂拔撥栰橃汎泛浌𤇰疺瞂砝䇅𥩱笩筏罚罰罸𦪑茷藅貶𨀳𨋺䣹閥阀
fǎ,佱法灋𤣹𥎰砝䂲鍅髪髮
fà,发㛲珐琺蕟𧬋髪髮
fa,𠲎
fān,勫噃墦嬏帆幡忛憣拚𢬵旙旛㴀潘𤄫犿番𤳖籓畨繙翻𦪖蕃藩訉𧦟轓䪛颿飜鱕
fán,伋凡凢凣匥墦帆㠶𢐲𢶃杋柉棥楓𣔶樊橎氾渢瀪瀿㶗烦煩燔㸋㺕璠番䀟矾礬𥢌笲䉒籵𥸨𥻫䊩𥼞𥿋緐䋣䋦繁䌓繙𦊻羳膰舤舧舩𦨲蕃薠藩𧀭䕰蘩𧊾蟠蠜袢襎𧢜蹯𨆌𨙮𨟄釩钒鐇鐢䪛䪤𩕏䫶䭵䮳𩨏𩧅鷭𪖇
fǎn,仮反𢗰払㽹𦜒䛀䟪䡊返釩
fàn,𠆩𠒾反㕨𡁈𡗹奿𡜀婏㛯嬎𡤎𡶉帆𢇪㤆梵𣔶㮥樊氾汎泛𣳜㴀滼㶗𤄑犯𤬨㼝𤭍畈㽹䀀盕𥃵𥅒笵範䉊𥹇䐪𦦽范䒦𧁉𧉤𧍙訉䛀販贩軓軬䣲𨠒釩𨥧䪻飯飰饭𩡫𩨩
